PRCDDA,Province,Dissemination area (DA) Population,Residential instability Quintiles,Residential instability Scores,Economic dependency Quintiles,Economic dependency Scores,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores
24580214,Quebec,592,5,0.831,4,0.272,4,0.024,4,0.336
24580215,Quebec,422,4,0.727,4,0.133,4,-0.096,5,0.545
24580216,Quebec,700,5,1.251,4,0.213,4,0.270,5,0.671
24580217,Quebec,432,2,-0.759,4,0.408,3,-0.523,2,-0.497
24580218,Quebec,438,2,-0.715,4,0.271,4,0.015,3,-0.254
24580219,Quebec,295,1,-0.909,4,0.376,4,0.011,3,-0.239
24580220,Quebec,613,5,2.221,4,0.565,4,0.436,4,0.166
24580221,Quebec,483,5,2.177,4,0.384,4,0.376,5,0.396
24580222,Quebec,532,5,1.364,5,2.220,4,-0.017,4,0.363
24580223,Quebec,383,2,-0.552,5,0.982,4,0.445,3,-0.044
24580224,Quebec,438,5,0.920,4,0.546,3,-0.405,4,0.361
24580225,Quebec,382,4,0.361,5,0.740,4,0.250,4,0.341
24580226,Quebec,782,5,2.146,3,-0.101,5,2.131,4,0.155
24580229,Quebec,449,5,2.722,4,0.539,5,1.439,5,1.479
24580232,Quebec,761,5,2.112,3,-0.099,4,0.605,5,0.506
24580234,Quebec,654,3,-0.345,1,-1.314,4,-0.180,1,-0.655
24580235,Quebec,338,3,-0.139,1,-0.785,1,-0.889,1,-0.923
24580237,Quebec,500,5,1.427,2,-0.668,4,-0.097,4,0.286
24580238,Quebec,1288,5,1.029,4,0.533,5,0.936,5,0.728
24580239,Quebec,449,2,-0.661,4,0.308,4,-0.156,4,-0.031
24580240,Quebec,300,1,-1.228,5,0.694,2,-0.565,2,-0.567
24580241,Quebec,563,4,0.098,4,0.580,5,0.987,5,1.125
24580242,Quebec,453,2,-0.785,3,0.099,3,-0.535,2,-0.452
24580243,Quebec,496,1,-0.919,1,-0.970,3,-0.251,2,-0.555
24580244,Quebec,513,1,-1.259,1,-1.202,3,-0.364,1,-0.842
24580246,Quebec,458,1,-0.878,3,0.095,2,-0.680,2,-0.455
24580247,Quebec,522,1,-1.240,3,-0.138,3,-0.505,1,-0.790
24580248,Quebec,399,4,0.658,2,-0.526,3,-0.442,1,-0.986
24580249,Quebec,439,5,1.858,2,-0.616,4,0.033,2,-0.343
24580250,Quebec,488,2,-0.521,5,0.833,3,-0.276,3,-0.255
24580251,Quebec,429,2,-0.749,4,0.391,2,-0.567,2,-0.346
24580252,Quebec,344,1,-1.089,4,0.268,3,-0.214,2,-0.615
24580253,Quebec,460,1,-0.946,1,-0.804,4,0.111,1,-0.924
24580254,Quebec,545,5,1.157,4,0.438,4,0.260,3,-0.284
24580255,Quebec,294,5,2.027,4,0.578,4,0.570,3,-0.149
24580256,Quebec,481,5,1.927,2,-0.345,4,0.573,3,-0.105
24580257,Quebec,422,1,-0.939,5,1.070,3,-0.275,4,0.097
24580258,Quebec,349,3,-0.331,4,0.601,4,-0.142,3,-0.271
24580259,Quebec,616,5,2.235,3,0.086,5,0.704,5,0.994
24580260,Quebec,487,5,2.297,4,0.345,5,1.329,5,1.462
24580261,Quebec,502,1,-0.919,5,0.876,4,-0.082,3,-0.150
24580262,Quebec,736,5,2.898,5,0.685,3,-0.231,4,0.138
24580263,Quebec,360,5,1.917,2,-0.513,4,0.246,4,0.195
24580264,Quebec,504,5,2.768,4,0.187,4,0.392,4,0.145
24580265,Quebec,848,5,1.696,3,-0.163,4,0.303,4,0.017
24580266,Quebec,520,4,0.645,3,-0.102,4,0.453,2,-0.445
24580267,Quebec,578,5,1.790,3,-0.114,4,0.514,5,0.504
24580268,Quebec,536,5,2.418,3,-0.099,4,0.197,5,0.877
24580269,Quebec,1611,5,2.308,5,1.855,4,0.373,4,0.059
24580271,Quebec,883,4,0.800,2,-0.652,3,-0.376,1,-0.665
24580273,Quebec,434,2,-0.641,4,0.282,3,-0.447,2,-0.601
24580274,Quebec,692,4,0.059,2,-0.637,3,-0.285,1,-1.032
24580275,Quebec,513,3,-0.396,3,-0.290,2,-0.652,2,-0.603
24580276,Quebec,375,1,-1.463,2,-0.433,3,-0.453,2,-0.533
24580277,Quebec,2550,4,0.359,2,-0.732,3,-0.405,1,-1.148
24580278,Quebec,942,4,0.184,2,-0.483,2,-0.559,2,-0.588
24580279,Quebec,645,1,-0.994,1,-1.418,3,-0.409,1,-0.980
24580280,Quebec,634,1,-1.086,2,-0.471,3,-0.214,1,-0.744
24580281,Quebec,1266,4,0.211,3,0.020,4,-0.112,2,-0.538
24580282,Quebec,690,3,-0.235,2,-0.423,4,0.121,1,-0.774
24580284,Quebec,326,3,-0.429,3,-0.151,3,-0.443,2,-0.461
24580285,Quebec,224,1,-1.383,5,0.809,3,-0.513,1,-0.988
24580286,Quebec,650,3,-0.230,3,-0.191,3,-0.351,5,0.424
24580287,Quebec,403,1,-0.888,4,0.352,3,-0.216,4,0.080
24580288,Quebec,487,2,-0.511,4,0.289,3,-0.242,2,-0.409
24580289,Quebec,557,4,0.735,4,0.371,4,-0.035,4,0.349
24580290,Quebec,466,2,-0.610,3,0.002,3,-0.254,4,-0.034
24580293,Quebec,404,4,0.276,3,-0.060,4,-0.018,3,-0.308
24580294,Quebec,444,5,1.327,4,0.179,3,-0.208,4,0.121
24580295,Quebec,635,5,1.997,4,0.342,5,0.869,5,0.462
24580296,Quebec,477,4,0.608,2,-0.386,4,-0.052,4,0.314
24580297,Quebec,650,4,0.615,4,0.538,4,0.296,5,0.954
24580298,Quebec,652,4,0.423,4,0.414,4,0.273,4,0.054
24580299,Quebec,589,5,2.496,4,0.171,4,0.330,5,0.613
24580300,Quebec,698,5,2.072,3,0.007,4,0.078,5,0.592
24580302,Quebec,574,2,-0.679,2,-0.364,4,0.071,3,-0.056
24580303,Quebec,484,1,-1.184,4,0.276,3,-0.221,2,-0.533
24580304,Quebec,572,1,-1.116,3,-0.066,4,-0.127,3,-0.076
24580305,Quebec,322,2,-0.719,5,0.775,3,-0.407,3,-0.223
24580306,Quebec,553,2,-0.694,3,0.045,3,-0.427,4,-0.032
24580307,Quebec,441,3,-0.301,4,0.258,4,-0.112,5,0.565
24580308,Quebec,634,4,0.294,4,0.158,4,0.071,5,0.479
24580309,Quebec,494,1,-1.095,3,-0.311,5,0.753,2,-0.486
24580310,Quebec,311,1,-1.057,5,0.702,5,0.666,3,-0.155
24580311,Quebec,498,2,-0.711,4,0.425,4,0.174,2,-0.436
24580312,Quebec,346,1,-1.202,4,0.647,3,-0.235,1,-0.763
24580313,Quebec,582,1,-0.963,4,0.615,5,0.717,4,-0.016
24580314,Quebec,925,5,1.161,3,-0.007,4,0.105,3,-0.136
24580315,Quebec,530,2,-0.643,5,1.157,4,0.363,2,-0.336
24580316,Quebec,387,1,-0.878,4,0.421,4,0.455,4,0.024
24580317,Quebec,569,1,-0.834,2,-0.727,4,0.346,4,0.050
24580318,Quebec,877,3,-0.286,4,0.338,5,0.936,4,0.361
24580319,Quebec,448,5,2.648,4,0.301,5,1.611,5,1.017
24580320,Quebec,515,4,0.173,2,-0.414,4,0.390,4,-0.033
24580321,Quebec,434,3,-0.111,3,-0.093,4,0.238,3,-0.171
24580322,Quebec,410,5,1.173,5,0.838,4,0.050,5,0.680
24580323,Quebec,441,5,1.668,3,-0.300,5,1.247,5,0.569
24580324,Quebec,700,5,1.975,4,0.139,5,2.316,4,0.369
24580325,Quebec,608,5,2.019,3,0.037,5,2.620,5,1.032
24580326,Quebec,1189,5,1.535,5,0.703,5,0.911,3,-0.199
24580327,Quebec,967,4,0.471,2,-0.491,5,0.974,3,-0.073
24580328,Quebec,502,4,-0.063,4,0.303,4,0.508,5,0.504
24580329,Quebec,950,5,1.090,4,0.158,5,0.842,2,-0.413
24580332,Quebec,613,1,-1.080,3,0.044,4,0.251,2,-0.438
24580333,Quebec,503,3,-0.400,3,0.012,4,0.631,2,-0.509
24580334,Quebec,464,3,-0.095,4,0.468,5,1.027,5,0.565
24580335,Quebec,542,4,0.074,4,0.443,4,0.417,4,0.292
24580336,Quebec,368,4,-0.035,5,0.767,4,0.324,2,-0.470
24580337,Quebec,277,5,1.513,4,0.171,4,0.446,5,0.501
24580338,Quebec,325,3,-0.217,4,0.382,5,1.291,3,-0.210
24580339,Quebec,448,3,-0.298,4,0.576,4,0.534,4,0.034
24580340,Quebec,546,3,-0.100,3,-0.206,5,0.793,3,-0.046
24580341,Quebec,369,3,-0.427,4,0.529,4,-0.064,3,-0.113
24580342,Quebec,619,3,-0.138,4,0.154,4,-0.169,4,0.014
24580343,Quebec,326,4,0.668,1,-1.116,3,-0.379,4,0.021
24580344,Quebec,594,1,-0.929,2,-0.598,4,-0.043,3,-0.164
24580345,Quebec,421,2,-0.754,2,-0.371,4,-0.025,2,-0.445
24580346,Quebec,657,5,1.407,4,0.131,5,1.557,5,0.897
24580347,Quebec,591,1,-1.023,5,0.852,5,0.655,3,-0.181
24580348,Quebec,448,1,-0.851,2,-0.369,3,-0.221,1,-0.669
24580349,Quebec,1165,2,-0.724,3,0.007,4,0.189,2,-0.438
24580350,Quebec,1658,4,0.285,3,-0.064,5,0.760,2,-0.341
24580351,Quebec,405,1,-0.840,5,0.706,4,0.649,3,-0.195
24580352,Quebec,437,1,-0.825,4,0.571,4,0.017,3,-0.321
24580353,Quebec,583,5,1.191,4,0.272,5,1.771,4,0.212
24580354,Quebec,509,3,-0.101,4,0.632,5,1.166,3,-0.220
24580355,Quebec,369,1,-1.050,5,1.367,4,0.353,3,-0.071
24580356,Quebec,604,2,-0.750,4,0.246,5,0.952,3,-0.113
24580357,Quebec,359,1,-1.070,5,1.345,4,0.462,3,-0.181
24580358,Quebec,415,1,-1.133,5,0.881,5,0.815,4,0.115
24580359,Quebec,430,4,0.385,3,-0.061,5,0.920,2,-0.507
24580360,Quebec,531,1,-1.185,3,0.090,4,0.258,3,-0.319
24580361,Quebec,379,1,-0.860,3,-0.171,5,0.681,3,-0.178
24580362,Quebec,231,2,-0.790,4,0.333,4,0.118,1,-1.049
24580363,Quebec,652,3,-0.288,5,1.053,4,0.470,2,-0.412
24580364,Quebec,366,3,-0.421,5,1.229,4,0.287,3,-0.279
24580365,Quebec,696,2,-0.535,4,0.244,4,0.401,3,-0.111
24580366,Quebec,448,2,-0.638,5,0.898,5,1.828,4,0.081
24580367,Quebec,245,2,-0.581,5,1.636,5,1.268,3,-0.278
24580368,Quebec,1296,5,1.803,2,-0.338,5,4.094,5,0.636
24580369,Quebec,414,1,-0.830,5,1.298,5,0.658,2,-0.573
24580370,Quebec,392,1,-1.169,4,0.400,5,1.029,1,-0.663
24580371,Quebec,340,1,-1.132,5,0.950,5,1.047,1,-0.626
24580372,Quebec,461,1,-1.192,5,1.176,5,1.052,2,-0.499
24580373,Quebec,252,1,-1.069,5,1.337,3,-0.345,1,-0.868
24580374,Quebec,416,2,-0.797,3,-0.146,4,0.577,2,-0.519
24580375,Quebec,503,1,-1.221,5,1.771,4,0.340,3,-0.318
24580376,Quebec,385,1,-1.032,5,0.894,4,0.297,1,-0.749
24580377,Quebec,775,1,-1.075,4,0.271,5,0.791,4,0.299
24580378,Quebec,592,5,1.341,3,0.044,5,2.016,4,0.122
24580379,Quebec,342,1,-1.129,5,1.516,4,-0.132,1,-0.776
24580380,Quebec,519,1,-1.092,5,1.133,5,1.525,3,-0.290
24580381,Quebec,490,1,-1.114,4,0.513,5,1.373,3,-0.241
24580382,Quebec,213,3,-0.458,3,0.010,5,1.448,2,-0.511
24580383,Quebec,1057,1,-0.901,2,-0.361,4,0.615,3,-0.317
24580384,Quebec,520,3,-0.413,3,0.077,5,1.456,2,-0.346
24580385,Quebec,995,4,-0.058,4,0.242,4,0.212,1,-0.940
24580386,Quebec,259,1,-1.464,5,1.398,4,0.509,3,-0.196
24580387,Quebec,278,1,-1.246,4,0.251,5,2.015,2,-0.501
24580388,Quebec,333,1,-0.835,4,0.433,5,3.488,4,0.371
24580389,Quebec,1904,5,1.112,5,4.243,3,-0.358,1,-1.078
24580390,Quebec,678,3,-0.272,4,0.411,5,2.025,2,-0.422
24580391,Quebec,1334,1,-1.033,4,0.235,5,1.220,3,-0.201
24580392,Quebec,744,2,-0.556,4,0.327,5,1.715,2,-0.531
24580395,Quebec,744,4,-0.056,4,0.112,5,1.298,2,-0.481
24580396,Quebec,671,3,-0.093,4,0.293,5,0.848,1,-0.779
24580398,Quebec,538,2,-0.770,3,0.083,5,2.087,4,0.301
24580399,Quebec,939,1,-0.959,2,-0.329,5,1.124,3,-0.044
24580400,Quebec,662,1,-1.228,4,0.458,5,0.788,2,-0.344
24580401,Quebec,875,1,-1.133,2,-0.401,5,0.875,2,-0.523
24580403,Quebec,1031,1,-1.167,2,-0.385,5,0.845,1,-0.672
24580404,Quebec,518,1,-0.847,4,0.376,4,0.457,2,-0.362
24580405,Quebec,4517,4,0.599,1,-1.122,5,1.181,1,-1.008
24580406,Quebec,936,1,-1.077,2,-0.329,5,1.672,3,-0.214
24580408,Quebec,277,1,-0.928,2,-0.537,4,0.543,1,-0.886
24580409,Quebec,300,1,-1.182,5,1.218,4,0.220,1,-0.627
24580410,Quebec,428,1,-1.080,5,1.094,4,0.438,3,-0.171
24580411,Quebec,266,5,1.285,3,-0.051,5,2.327,1,-0.705
24580412,Quebec,515,3,-0.365,4,0.254,5,1.112,1,-0.744
24580413,Quebec,512,5,2.660,3,0.088,5,1.089,4,0.145
24580414,Quebec,395,5,1.908,5,2.922,5,1.214,1,-0.830
24580415,Quebec,321,1,-0.925,4,0.234,4,0.382,1,-0.643
24580416,Quebec,939,5,1.642,2,-0.541,5,2.808,3,-0.055
24580417,Quebec,399,2,-0.593,5,1.065,5,0.653,1,-0.782
24580419,Quebec,598,2,-0.810,5,0.737,4,0.355,2,-0.377
24580420,Quebec,284,1,-1.223,5,1.742,4,0.334,2,-0.435
24580421,Quebec,410,1,-1.072,5,1.005,5,0.923,3,-0.258
24580422,Quebec,983,3,-0.210,1,-0.838,4,0.216,2,-0.551
24580423,Quebec,464,1,-0.892,2,-0.444,4,-0.143,3,-0.195
24580424,Quebec,564,3,-0.415,1,-1.254,4,0.278,4,0.097
24580428,Quebec,458,2,-0.646,2,-0.639,3,-0.470,3,-0.259
24580429,Quebec,1174,1,-1.144,1,-1.207,3,-0.262,1,-0.748
24580430,Quebec,408,1,-1.243,1,-1.020,3,-0.413,2,-0.616
24580431,Quebec,253,1,-1.401,1,-1.736,3,-0.547,2,-0.574
24580432,Quebec,983,2,-0.609,2,-0.777,4,-0.133,1,-0.888
24580433,Quebec,640,5,1.610,1,-0.814,4,0.224,3,-0.061
24580434,Quebec,487,4,0.702,3,-0.305,4,-0.126,3,-0.063
24580435,Quebec,1920,5,1.229,5,0.915,3,-0.484,1,-0.942
24580436,Quebec,644,5,0.906,1,-1.035,3,-0.405,3,-0.220
24580437,Quebec,748,3,-0.177,2,-0.373,3,-0.284,3,-0.268
24580440,Quebec,385,1,-0.838,2,-0.395,3,-0.293,3,-0.291
24580441,Quebec,589,1,-1.152,2,-0.757,4,-0.136,1,-0.823
24580442,Quebec,605,4,0.264,2,-0.472,5,0.686,3,-0.259
24580443,Quebec,486,1,-0.868,1,-0.981,3,-0.412,2,-0.385
24580444,Quebec,575,5,0.930,3,-0.271,4,0.508,4,0.086
24580445,Quebec,518,4,0.400,5,0.719,2,-0.657,4,0.140
24580446,Quebec,395,3,-0.157,4,0.329,3,-0.394,4,0.110
24580447,Quebec,418,4,0.058,4,0.457,4,0.047,1,-0.626
24580448,Quebec,429,1,-1.179,2,-0.326,4,-0.127,3,-0.200
24580449,Quebec,465,1,-0.955,1,-1.004,3,-0.195,2,-0.448
24580450,Quebec,540,3,-0.180,2,-0.569,4,-0.123,3,-0.206
24580451,Quebec,482,1,-1.107,1,-0.926,4,0.104,2,-0.428
24580452,Quebec,276,2,-0.592,4,0.396,4,-0.087,4,0.277
24580453,Quebec,359,1,-1.067,2,-0.707,4,0.261,1,-0.648
24580454,Quebec,329,1,-1.155,3,-0.191,2,-0.580,2,-0.365
24580455,Quebec,417,1,-1.124,1,-1.233,3,-0.446,2,-0.597
24580457,Quebec,1394,3,-0.101,2,-0.722,3,-0.274,2,-0.509
24580458,Quebec,747,2,-0.764,1,-0.909,4,-0.069,3,-0.298
24580459,Quebec,389,4,-0.056,3,0.098,3,-0.404,4,0.110
24580460,Quebec,397,3,-0.136,2,-0.629,3,-0.508,4,0.176
24580461,Quebec,372,3,-0.422,2,-0.753,3,-0.233,5,0.551
24580462,Quebec,424,4,0.137,3,-0.053,3,-0.514,3,-0.134
24580463,Quebec,470,2,-0.545,2,-0.563,3,-0.471,4,0.311
24580464,Quebec,1203,4,0.143,1,-1.286,3,-0.308,1,-0.853
24580465,Quebec,1037,2,-0.716,1,-1.023,3,-0.393,1,-0.788
24580466,Quebec,770,2,-0.731,1,-1.055,4,0.026,2,-0.492
24580467,Quebec,1722,2,-0.761,1,-1.131,4,-0.173,1,-0.665
24580468,Quebec,577,5,1.258,2,-0.473,3,-0.391,4,0.062
24580469,Quebec,253,4,0.733,1,-2.434,3,-0.541,2,-0.397
24580470,Quebec,672,5,0.949,1,-0.868,3,-0.298,1,-0.662
24580471,Quebec,376,2,-0.627,3,-0.082,4,0.048,3,-0.260
24580472,Quebec,497,1,-0.917,1,-1.016,4,0.074,1,-0.904
24580473,Quebec,449,1,-0.965,2,-0.453,3,-0.283,2,-0.403
24580474,Quebec,532,1,-1.015,1,-0.979,3,-0.320,3,-0.208
24580475,Quebec,561,1,-0.994,2,-0.780,3,-0.522,1,-0.882
24580476,Quebec,627,1,-0.993,2,-0.456,4,-0.113,3,-0.256
24580477,Quebec,340,3,-0.494,5,0.801,3,-0.270,2,-0.463
24580478,Quebec,404,2,-0.820,3,-0.215,4,-0.163,3,-0.286
24580479,Quebec,299,2,-0.547,3,0.055,4,0.362,3,-0.216
24580480,Quebec,341,3,-0.241,4,0.208,4,-0.041,4,0.339
24580481,Quebec,415,5,0.844,2,-0.348,4,0.401,4,-0.003
24580482,Quebec,432,3,-0.181,3,0.028,3,-0.200,2,-0.356
24580483,Quebec,618,2,-0.647,4,0.514,4,-0.132,3,-0.240
24580484,Quebec,564,2,-0.743,4,0.172,3,-0.263,4,0.005
24580485,Quebec,426,2,-0.644,2,-0.379,4,-0.189,4,0.288
24580486,Quebec,511,4,0.160,4,0.371,4,0.243,4,0.362
24580487,Quebec,384,4,0.197,5,0.759,4,-0.103,4,0.381
24580488,Quebec,462,4,0.518,4,0.219,2,-0.708,4,0.124
24580489,Quebec,693,4,0.244,5,0.741,4,0.002,4,-0.023
24580490,Quebec,384,1,-0.997,2,-0.454,4,-0.118,1,-0.739
24580491,Quebec,518,1,-1.074,3,-0.049,4,0.023,2,-0.472
24580492,Quebec,499,1,-1.213,2,-0.395,4,0.005,2,-0.576
24580493,Quebec,659,1,-0.921,2,-0.436,4,0.412,1,-0.663
24580494,Quebec,499,3,-0.367,1,-0.850,4,-0.039,3,-0.143
24580495,Quebec,396,3,-0.182,3,-0.070,4,0.319,3,-0.125
24580496,Quebec,400,2,-0.694,4,0.380,3,-0.205,4,0.046
24580497,Quebec,473,2,-0.595,2,-0.430,4,-0.183,3,-0.120
24580498,Quebec,460,1,-1.019,5,0.936,3,-0.407,3,-0.291
24580499,Quebec,490,1,-0.961,4,0.221,3,-0.494,4,0.020
24580500,Quebec,499,1,-0.854,4,0.319,4,0.539,3,-0.178
24580501,Quebec,506,1,-0.946,3,-0.046,4,0.069,2,-0.486
24580502,Quebec,612,1,-1.149,2,-0.373,4,0.217,2,-0.546
24580503,Quebec,1740,5,0.907,4,0.206,4,-0.187,1,-0.837
24580504,Quebec,515,1,-0.881,5,1.360,4,0.302,5,0.389
24580505,Quebec,525,3,-0.424,3,0.102,3,-0.312,4,0.096
24580506,Quebec,537,3,-0.359,2,-0.323,3,-0.303,2,-0.419
24580508,Quebec,414,2,-0.543,4,0.252,4,-0.073,1,-0.740
24580509,Quebec,409,3,-0.377,4,0.328,4,0.173,4,0.065
24580511,Quebec,696,4,0.706,5,1.081,4,-0.154,4,0.023
24580512,Quebec,553,4,0.274,4,0.226,4,0.085,3,-0.089
24580513,Quebec,410,2,-0.616,3,0.015,4,-0.145,3,-0.088
24580514,Quebec,584,4,0.437,4,0.578,3,-0.484,4,0.252
24580515,Quebec,571,3,-0.085,2,-0.749,3,-0.282,3,-0.166
24580516,Quebec,604,4,0.381,3,-0.031,4,0.113,4,0.126
24580517,Quebec,1143,4,0.544,4,0.634,4,0.476,1,-0.702
24580518,Quebec,489,3,-0.258,4,0.564,5,1.917,4,0.280
24580519,Quebec,323,2,-0.785,2,-0.670,5,0.755,3,-0.171
24580520,Quebec,427,1,-0.900,5,0.869,4,0.183,3,-0.103
24580521,Quebec,378,1,-0.833,5,0.750,5,1.138,4,0.257
24580522,Quebec,450,5,1.594,2,-0.349,5,1.609,5,0.476
24580523,Quebec,403,4,0.545,4,0.364,4,0.361,3,-0.121
24580526,Quebec,750,4,0.084,4,0.467,5,1.574,4,-0.007
24580527,Quebec,622,5,1.164,3,-0.141,5,1.062,4,0.244
24580528,Quebec,505,3,-0.456,4,0.496,5,1.035,4,-0.007
24580529,Quebec,422,3,-0.328,5,0.955,5,1.729,4,0.253
24580530,Quebec,379,2,-0.791,5,0.710,4,0.643,3,-0.042
24580531,Quebec,422,1,-0.958,5,1.574,5,0.983,4,0.019
24580532,Quebec,904,5,1.203,4,0.386,5,1.731,3,-0.283
24580533,Quebec,412,5,2.207,4,0.254,5,2.466,5,0.646
24580534,Quebec,597,5,1.133,5,0.946,5,0.957,2,-0.392
24580535,Quebec,440,3,-0.303,5,0.726,4,0.366,2,-0.385
24580536,Quebec,503,4,0.606,4,0.319,1,-0.752,1,-1.096
24580537,Quebec,554,5,1.026,5,0.897,3,-0.292,1,-0.642
24580538,Quebec,412,4,0.526,2,-0.369,5,0.668,2,-0.491
24580539,Quebec,653,5,1.966,3,0.083,5,0.907,4,0.381
24580540,Quebec,600,3,-0.309,5,0.766,3,-0.317,4,-0.017
24580541,Quebec,619,5,1.982,3,-0.044,4,0.589,4,-0.038
24580542,Quebec,540,5,1.617,3,-0.040,5,1.052,3,-0.174
24580543,Quebec,308,5,2.840,5,2.486,4,0.071,5,0.636
24580544,Quebec,331,5,2.397,5,1.425,3,-0.357,3,-0.230
24580545,Quebec,440,4,0.462,5,1.177,2,-0.619,2,-0.615
24580546,Quebec,630,1,-1.127,5,0.820,3,-0.447,1,-0.850
24580547,Quebec,505,1,-0.845,3,0.070,3,-0.357,3,-0.320
24580548,Quebec,650,1,-0.868,2,-0.409,3,-0.344,2,-0.491
24580549,Quebec,536,1,-1.196,2,-0.526,3,-0.353,3,-0.151
24580550,Quebec,354,1,-1.048,4,0.357,2,-0.594,1,-1.023
24580551,Quebec,653,5,1.293,5,4.839,1,-0.951,1,-1.590
24580552,Quebec,719,4,0.354,5,0.934,5,0.895,2,-0.355
24580553,Quebec,413,1,-1.012,4,0.423,4,-0.054,1,-0.625
24580554,Quebec,444,4,0.501,5,1.662,4,-0.125,3,-0.220
24580555,Quebec,540,5,2.202,5,0.754,5,2.812,5,0.468
24580556,Quebec,595,5,2.036,4,0.464,5,1.315,2,-0.600
24580557,Quebec,493,1,-1.234,4,0.360,3,-0.209,1,-0.630
24580558,Quebec,947,4,0.563,5,2.404,3,-0.483,2,-0.494
24580559,Quebec,498,1,-1.114,4,0.609,2,-0.587,1,-0.749
24580560,Quebec,745,5,1.856,3,0.078,4,-0.035,1,-0.678
24580561,Quebec,429,4,-0.033,5,0.793,4,0.474,3,-0.129
24580562,Quebec,380,2,-0.587,4,0.390,3,-0.240,3,-0.139
24580563,Quebec,433,3,-0.277,4,0.230,3,-0.379,4,0.346
24580564,Quebec,374,3,-0.487,4,0.537,3,-0.324,4,0.097
24580565,Quebec,471,5,1.153,5,0.689,4,0.155,5,0.656
24580566,Quebec,742,5,1.634,4,0.659,4,-0.132,4,0.270
24580567,Quebec,586,5,3.120,4,0.552,4,0.059,5,0.449
24580568,Quebec,629,5,1.393,3,-0.083,3,-0.243,2,-0.367
24580569,Quebec,491,5,1.095,1,-0.824,4,0.298,4,-0.015
24580570,Quebec,816,1,-1.094,2,-0.551,2,-0.652,1,-0.821
24580571,Quebec,525,1,-0.973,4,0.233,3,-0.508,2,-0.569
24580572,Quebec,402,1,-1.023,5,0.880,3,-0.345,3,-0.324
24580573,Quebec,439,1,-0.855,4,0.585,2,-0.600,1,-0.696
24580574,Quebec,363,2,-0.821,3,-0.064,2,-0.628,1,-0.898
24580575,Quebec,404,1,-0.980,3,0.017,2,-0.626,1,-0.996
24580576,Quebec,558,5,0.859,4,0.581,2,-0.635,3,-0.178
24580577,Quebec,388,4,0.154,4,0.503,2,-0.585,1,-0.677
24580578,Quebec,383,4,0.111,4,0.322,2,-0.696,3,-0.248
24580579,Quebec,228,3,-0.128,5,2.691,2,-0.706,1,-0.775
24580580,Quebec,432,5,1.605,5,2.975,3,-0.408,1,-0.743
24580581,Quebec,282,1,-0.968,5,0.700,3,-0.370,1,-0.675
24580582,Quebec,532,5,1.645,2,-0.540,1,-0.743,3,-0.172
24580583,Quebec,407,2,-0.679,2,-0.370,3,-0.534,2,-0.612
24580584,Quebec,318,1,-0.945,2,-0.337,2,-0.710,3,-0.332
24580585,Quebec,461,2,-0.702,3,-0.253,3,-0.512,1,-0.632
24580586,Quebec,479,3,-0.343,4,0.216,3,-0.400,3,-0.161
24580587,Quebec,285,4,-0.022,3,0.090,2,-0.705,3,-0.248
24580588,Quebec,374,2,-0.797,2,-0.351,1,-0.754,2,-0.375
24580589,Quebec,421,1,-1.058,4,0.124,1,-0.760,3,-0.253
24580590,Quebec,379,2,-0.561,4,0.454,3,-0.532,3,-0.066
24580591,Quebec,436,1,-1.121,3,0.016,1,-0.814,2,-0.426
24580592,Quebec,396,1,-1.176,4,0.339,1,-0.833,1,-1.132
24580593,Quebec,377,1,-0.839,4,0.328,1,-0.772,3,-0.245
24580594,Quebec,421,2,-0.691,4,0.169,1,-0.805,3,-0.176
24580595,Quebec,955,2,-0.683,4,0.308,2,-0.601,1,-0.738
24580596,Quebec,374,1,-0.969,4,0.296,2,-0.616,1,-0.675
24580597,Quebec,451,1,-1.331,3,0.036,2,-0.701,2,-0.504
24580598,Quebec,517,1,-1.101,4,0.580,1,-0.731,3,-0.186
24580599,Quebec,406,1,-1.112,5,0.772,3,-0.211,1,-0.697
24580600,Quebec,388,1,-1.239,4,0.189,2,-0.679,1,-0.757
24580601,Quebec,610,1,-1.185,2,-0.718,2,-0.725,2,-0.520
24580602,Quebec,712,1,-1.051,2,-0.677,2,-0.724,1,-0.688
24580603,Quebec,500,1,-1.135,2,-0.360,2,-0.588,2,-0.606
24580604,Quebec,900,3,-0.442,2,-0.591,3,-0.275,1,-0.786
24580607,Quebec,830,5,1.860,5,1.149,1,-0.849,1,-0.729
24580608,Quebec,902,5,1.342,5,1.586,2,-0.628,1,-0.638
24580609,Quebec,430,3,-0.263,3,-0.160,1,-0.737,3,-0.226
24580611,Quebec,507,1,-0.903,4,0.450,3,-0.484,3,-0.194
24580612,Quebec,533,1,-1.003,1,-0.906,2,-0.588,1,-0.751
24580613,Quebec,541,1,-1.179,4,0.252,1,-0.787,1,-0.723
24580614,Quebec,585,1,-1.031,2,-0.372,3,-0.462,1,-0.705
24580615,Quebec,513,1,-1.070,2,-0.508,3,-0.444,2,-0.517
24580616,Quebec,893,4,0.407,2,-0.562,2,-0.709,1,-0.869
24580617,Quebec,672,4,-0.062,4,0.315,1,-0.793,2,-0.545
24580618,Quebec,404,1,-0.974,4,0.201,2,-0.702,3,-0.249
